Beam_Type,beam_width,beam_height,beam_length,flange_width,flange_height,web_thickness,concrete_compressive_strength,concrete_modulus_of_elasticity,yield_strength_of_reinforcement,prestressing_strength,steel_modulus_of_elasticity,area_of_steel_reinforcement,area_of_prime_reinforcement,area_of_prestressing_reinforcement,number_of_strands,axial_load,bond_condition,Cracking Load,Ultimate Moment,Ultimate Load,Axial Displacement
Rectangular PC,255,325,8565,1086,189,179,28,24870.06232,481,1889,200000,2163,844,297,4,0.3927231,U,16.62772019,90.75640881,194.3321604,12.119978
Prestressed T-Beam,354,708,7791,354,0,163,27,24421.91639,400,1793,200000,4054,78,745,5,0.9350495,B,107.5718033,462.6487721,901.1241459,18.42652789
Rectangular PC,359,376,7853,1352,0,395,21,21538.10577,402,1668,200000,2603,763,318,6,0.3712968,B,27.13479691,128.9071471,253.0769566,22.88992838
Rectangular RC,310,516,5570,310,225,300,26,23965.39171,470,1619,200000,923,381,266,1,0.3014578,U,49.10147752,134.5323966,187.3363622,7.210195002
Rectangular RC,336,627,6737,987,150,279,47,32221.57662,496,1741,200000,2402,29,410,6,0.499667,U,105.6501402,374.9936177,631.5830006,6.834194652
Rectangular RC,431,1136,5779,431,0,280,37,28588.98389,484,1803,200000,4483,820,984,7,1.2419064,B,394.7131403,1507.034273,2177.287767,8.086234615
Rectangular RC,419,1073,9298,419,0,155,29,25310.27459,413,1896,200000,4772,588,758,6,1.0060176,U,303.0813796,784.3418194,1823.202559,7.892503695
Rectangular RC,267,322,3338,828,0,360,22,22044.95407,447,1786,200000,3859,242,777,4,0.9714054,U,15.14890126,200.0046879,166.9039121,20.69034358
Rectangular PC,501,1055,4976,900,0,298,36,28200,436,1649,200000,3944,687,486,6,0.5609898,U,390.3378675,1308.233812,1627.442862,19.23308562
Rectangular RC,448,969,6436,448,0,386,21,21538.10577,402,1801,200000,2976,810,984,2,1.2405288,B,224.8961419,625.8341706,1006.96718,23.08983602
Rectangular RC,522,1017,3794,1254,0,169,22,22044.95407,448,1757,200000,712,128,726,1,0.8929074,B,295.4408464,318.862117,302.440718,10.87940671
Rectangular PC,591,609,4722,998,0,298,24,23025.20358,455,1764,200000,4035,593,713,6,0.8804124,B,125.2779034,747.0620324,881.9067293,18.59187749
Rectangular RC,205,898,8693,205,0,189,32,26587.21497,488,1725,200000,3898,294,375,1,0.4528125,B,109.100895,590.7573346,1283.863377,12.29133118
Prestressed T-Beam,479,566,6219,479,149,345,32,26587.21497,459,1817,200000,3448,907,220,4,0.279818,B,101.272179,460.8837049,716.5589402,7.750002083
Rectangular RC,293,714,3898,293,281,302,25,23500,496,1861,200000,2931,177,165,6,0.2149455,U,87.132633,812.6738915,791.9507073,20.72077537
Rectangular PC,468,945,8263,468,0,264,33,26999.44444,412,1708,200000,671,392,938,6,1.1214728,B,280.1000779,118.0309751,243.8224867,17.50296651
Rectangular PC,396,566,3102,667,0,273,42,30459.48128,452,1681,200000,2132,432,232,8,0.2729944,B,95.91786052,595.7412323,461.9973257,19.06413481
Rectangular PC,224,632,5859,224,231,220,24,23025.20358,449,1699,200000,840,643,892,1,1.0608556,B,51.1369222,138.5898187,202.9994369,8.258655739
Prestressed T-Beam,347,1079,7188,347,0,348,40,29725.41001,496,1706,200000,4745,375,333,1,0.3976686,B,298.091196,1213.7689,2181.142713,17.90162597
Rectangular RC,317,749,8070,1038,0,182,46,31876.95092,492,1714,200000,4996,218,152,8,0.1823696,B,140.7176595,727.7765817,1468.289254,11.18620423
Rectangular RC,537,864,4447,795,0,200,43,30819.96106,418,1887,200000,2124,766,304,5,0.4015536,B,306.678117,629.9935962,700.3953805,10.03102367
Prestressed T-Beam,566,910,7214,566,0,239,20,21019.03899,425,1630,200000,1189,603,680,5,0.77588,U,244.5462476,232.9065385,420.0469422,17.99406622
Prestressed T-Beam,537,546,5032,537,217,358,28,24870.06232,452,1806,200000,2247,23,166,3,0.2098572,U,98.82922197,366.3472996,460.8649029,5.486293983
Prestressed T-Beam,265,335,7032,265,160,349,22,22044.95407,456,1643,200000,4754,579,409,9,0.4703909,B,16.27397401,78.63715108,138.2441116,23.08515791
Rectangular RC,500,700,9172,500,0,239,46,31876.95092,437,1626,200000,4541,443,999,8,1.1370618,B,193.8615987,516.4396753,1184.196176,8.251275331
Prestressed T-Beam,569,327,6060,569,0,266,25,23500,408,1728,200000,2598,253,334,8,0.4040064,B,35.49151725,161.3885538,244.5036591,13.38524789
Prestressed T-Beam,374,519,4534,374,299,228,23,22540.40816,445,1749,200000,2283,667,118,3,0.1444674,U,56.36597524,355.8477105,403.3533799,15.87710714
Rectangular RC,518,705,8485,518,0,169,21,21538.10577,493,1879,200000,4372,691,952,9,1.2521656,B,137.6462648,544.5726611,1155.174757,21.69746901
Rectangular RC,275,913,5847,275,108,168,49,32900,485,1723,200000,3420,915,678,5,0.8177358,B,187.2057046,894.2754955,1307.207206,9.46388834
Rectangular RC,313,1074,6209,313,0,348,49,32900,403,1888,200000,519,318,236,1,0.3118976,B,294.8476902,136.5604873,211.9760165,23.45763611
Prestressed T-Beam,310,570,7570,310,106,333,35,27805.57498,470,1859,200000,1473,732,871,2,1.1334323,U,69.5171913,175.5801507,332.2854352,10.93033266
Rectangular RC,448,1035,9706,655,299,205,48,32562.55518,481,1663,200000,3439,864,282,7,0.3282762,B,387.9056648,638.9293883,1550.362161,15.75791736
Rectangular RC,402,950,6463,402,204,386,25,23500,449,1806,200000,571,541,350,1,0.44247,U,211.63625,140.0296499,226.2529069,8.382453602
Prestressed T-Beam,346,1091,3434,346,0,150,33,26999.44444,469,1641,200000,3289,450,122,2,0.1401414,B,276.0128869,1723.173716,1479.344635,17.44749872
Prestressed T-Beam,234,810,9947,234,0,316,29,25310.27459,492,1801,200000,2511,658,430,5,0.542101,U,96.456541,323.1222609,803.5242823,8.134427688
Rectangular PC,508,585,4257,508,0,186,43,30819.96106,404,1659,200000,2877,148,932,5,1.0823316,B,133.0014764,547.379959,582.5491214,6.683060513
Prestressed T-Beam,225,753,3054,225,298,167,23,22540.40816,469,1664,200000,4204,423,871,6,1.0145408,U,71.38109045,1230.21798,939.271428,14.83295829
Rectangular RC,437,1061,3930,437,205,349,43,30819.96106,433,1621,200000,1499,276,620,6,0.703514,U,376.3511281,652.8203866,641.3960298,18.95183167
Prestressed T-Beam,213,1133,8411,213,0,228,26,23965.39171,497,1877,200000,2177,339,141,9,0.1852599,B,162.6570482,496.8363647,1044.722666,8.733356024
Rectangular PC,573,616,5799,573,265,391,36,28200,464,1623,200000,561,767,682,7,0.7748202,B,152.1998016,99.84417186,144.7490882,6.094604599
Rectangular RC,244,889,3311,1422,0,283,24,23025.20358,417,1629,200000,3669,310,120,8,0.136836,U,110.2162826,1262.080666,1044.687271,5.849812346
Rectangular PC,415,596,8667,415,0,250,33,26999.44444,426,1639,200000,626,800,211,5,0.2420803,B,98.79714069,65.48230668,141.883788,5.029289573
Prestressed T-Beam,432,637,3956,432,274,171,35,27805.57498,409,1680,200000,4164,421,478,9,0.562128,U,120.9883136,892.4234713,882.6068132,9.674584537
Prestressed T-Beam,392,606,9461,392,0,160,27,24421.91639,401,1737,200000,2383,520,749,2,0.9107091,B,87.2689975,202.1625423,478.1649532,22.33034376
Prestressed T-Beam,250,727,7083,250,0,367,35,27805.57498,482,1888,200000,4119,49,621,7,0.8207136,U,91.19890884,606.6013496,1074.13934,14.0420796
Rectangular RC,574,650,8996,1079,149,221,25,23500,490,1671,200000,3287,606,289,2,0.3380433,B,141.4670833,380.6193295,856.0128721,23.46365068
Prestressed T-Beam,413,810,7852,1304,0,158,44,31176.27303,460,1860,200000,4604,31,804,8,1.046808,B,209.6974828,743.288074,1459.074489,9.987869271
Rectangular RC,350,824,5512,350,0,290,30,25742.9602,421,1842,200000,3295,40,199,5,0.2565906,B,151.8552757,698.41543,962.4164625,24.66740803
Rectangular RC,474,1157,8528,1170,142,280,42,30459.48128,409,1754,200000,3286,918,678,8,0.8324484,U,479.7516692,671.2234065,1431.048303,21.49713439
Rectangular RC,537,791,4263,537,0,344,21,21538.10577,458,1822,200000,1760,726,454,5,0.5790316,U,179.6319935,526.7621723,561.3967851,20.67682475
Rectangular RC,275,893,8951,680,0,284,20,21019.03899,490,1619,200000,644,883,592,3,0.6709136,U,114.4188027,113.765217,254.5781144,16.91172315
Prestressed T-Beam,419,308,5747,1306,0,344,47,32221.57662,411,1718,200000,4589,297,111,3,0.1334886,B,31.79151135,261.4482967,375.6358403,8.918210745
Rectangular PC,547,796,5782,547,0,352,28,24870.06232,462,1719,200000,2048,911,702,6,0.8447166,U,213.96329,462.8837053,669.0983961,24.03331637
Prestressed T-Beam,386,1024,4093,892,295,195,48,32562.55518,414,1898,200000,2494,916,820,7,1.089452,U,327.1558016,947.2197515,969.2426108,21.2072986
Rectangular PC,488,859,5786,488,136,207,24,23025.20358,462,1666,200000,1126,958,142,7,0.1656004,B,205.8062503,280.6491946,405.95906,21.64785329
Rectangular PC,227,860,5815,975,268,177,21,21538.10577,464,1785,200000,4564,75,701,3,0.8758995,U,89.75924619,795.6300325,1156.64716,22.72259895
Prestressed T-Beam,578,1120,6763,640,0,394,46,31876.95092,437,1831,200000,975,453,791,2,1.0138247,B,573.7062607,266.6382714,450.8186574,10.15687276
Rectangular PC,379,739,7035,379,0,383,33,26999.44444,487,1663,200000,2811,909,842,5,0.9801722,B,138.7176894,484.2348645,851.648068,22.39022407
Rectangular RC,452,851,7839,452,192,180,48,32562.55518,405,1831,200000,903,597,101,3,0.1294517,U,264.584844,147.1601909,288.3971841,14.80660934
Prestressed T-Beam,325,1174,5323,325,0,201,39,29351.49059,492,1626,200000,4718,478,431,7,0.4905642,B,326.3612952,1768.345479,2353.225747,18.06672239
Prestressed T-Beam,376,1091,3232,376,0,286,45,31528.55848,405,1785,200000,4794,615,778,3,0.972111,B,350.2598784,2333.248106,1885.26447,24.21543697
Rectangular RC,236,1037,5101,236,0,240,32,26587.21497,437,1751,200000,3888,942,665,8,0.8150905,B,167.4909302,1135.357483,1447.86463,22.9732171
Rectangular RC,298,407,7352,1272,0,353,31,26168.49251,447,1622,200000,1055,425,987,7,1.1206398,B,32.06510889,83.25131109,153.0159098,9.993731208
Rectangular RC,297,544,5028,297,0,157,41,30094.68392,414,1607,200000,1702,667,779,8,0.8762971,U,65.65880386,256.436092,322.3401677,19.67566561
Prestressed T-Beam,326,554,9233,642,278,257,28,24870.06232,471,1813,200000,4013,964,834,1,1.0584294,U,61.76791401,310.9152135,717.6700415,21.58805691
Prestressed T-Beam,367,332,8857,1206,0,382,43,30819.96106,428,1743,200000,4467,665,256,7,0.3123456,U,30.9473345,179.798804,398.1195017,13.8271484
Rectangular PC,279,322,4929,645,0,235,25,23500,401,1785,200000,1640,435,171,4,0.2136645,B,16.874571,114.2300566,140.7599872,7.138985008
Rectangular PC,493,1144,4458,493,0,167,23,22540.40816,474,1854,200000,3306,90,370,9,0.480186,U,361.0020564,1420.40156,1583.037538,11.28327629
Rectangular PC,532,865,4648,1037,142,269,49,32900,472,1753,200000,1937,988,125,4,0.1533875,B,325.0788217,623.0443626,723.9775493,19.68374072
Prestressed T-Beam,325,1120,3407,325,161,371,29,25310.27459,415,1711,200000,2390,847,531,4,0.6359787,B,256.1327987,1171.001839,997.400816,16.74367724
Rectangular PC,542,348,6340,542,0,198,24,23025.20358,457,1880,200000,4064,183,711,3,0.935676,U,37.51545213,247.8439607,392.8326777,20.43185726
Rectangular RC,509,761,8788,509,0,160,46,31876.95092,487,1623,200000,1112,985,268,1,0.3044748,B,233.2452463,171.2863163,376.3160369,22.93091536
Prestressed T-Beam,349,889,4977,349,128,266,46,31876.95092,433,1638,200000,4305,7,347,3,0.3978702,U,218.250202,1150.871881,1431.972338,11.51978743
Rectangular PC,215,635,5413,215,0,279,23,22540.40816,442,1774,200000,4997,202,167,5,0.2073806,U,48.50612908,521.89816,706.258685,18.75909017
Prestressed T-Beam,227,657,9494,227,238,306,39,29351.49059,423,1788,200000,780,258,864,1,1.0813824,U,71.38972178,80.98400196,192.2155287,6.938267827
Rectangular PC,372,421,8418,372,0,332,43,30819.96106,424,1700,200000,661,833,725,2,0.86275,U,50.44151813,47.70195822,100.3887711,18.29031556
Prestressed T-Beam,245,743,9025,245,0,202,23,22540.40816,440,1825,200000,543,384,772,1,0.98623,B,75.67534674,70.47774576,159.0154139,5.714813376
Rectangular RC,527,658,8278,527,126,303,32,26587.21497,432,1756,200000,4506,0,239,8,0.2937788,B,150.5858557,505.6724738,1046.489185,10.04006786
Rectangular RC,435,901,9630,435,0,328,35,27805.57498,442,1875,200000,3023,339,533,9,0.6995625,U,243.7359838,442.2671708,1064.758214,13.96316814
Prestressed T-Beam,413,645,7937,757,0,355,30,25742.9602,416,1860,200000,2125,809,600,7,0.7812,U,109.7935678,245.266026,486.6691122,21.90381969
Prestressed T-Beam,284,492,8079,1459,0,396,38,28972.74581,406,1835,200000,3742,990,302,1,0.387919,B,49.44098716,268.3020692,541.9031042,7.971854601
Rectangular RC,481,715,4760,481,250,241,37,28588.98389,458,1789,200000,2439,689,152,4,0.1903496,U,174.5037691,587.2350921,698.8097596,20.59789683
Prestressed T-Beam,431,676,6597,924,0,376,45,31528.55848,426,1777,200000,2293,591,848,8,1.0548272,U,154.142965,351.7396904,580.1066843,16.29158084
Rectangular RC,284,762,4378,284,0,155,20,21019.03899,435,1875,200000,3045,434,957,9,1.2560625,B,86.0379532,692.6318649,758.0855761,14.14205404
Rectangular PC,264,1055,3620,665,0,249,40,29725.41001,418,1738,200000,2325,815,277,4,0.3369982,U,216.8131561,1018.417154,921.6675248,17.84466029
Rectangular PC,333,960,3929,524,0,161,23,22540.40816,414,1724,200000,1322,962,641,2,0.7735588,U,171.7107192,482.2356134,473.6759313,11.89204226
Rectangular RC,350,445,9544,1434,235,399,45,31528.55848,469,1747,200000,968,294,839,2,1.0260131,B,54.24267675,71.45601623,170.4940547,24.89170248
Rectangular RC,314,777,8826,314,189,311,28,24870.06232,456,1861,200000,2491,837,859,4,1.1190193,B,117.0300771,333.8458492,736.6308663,7.210161987
Rectangular RC,263,1127,9713,263,0,270,28,24870.06232,499,1772,200000,2762,932,580,8,0.719432,B,206.2193368,547.3825766,1329.181742,7.771577775
Rectangular RC,542,1189,3974,542,262,347,30,25742.9602,468,1881,200000,3166,232,514,6,0.6767838,U,489.6326982,1615.013406,1604.515819,22.68061506
Rectangular RC,562,952,7487,562,298,276,24,23025.20358,452,1750,200000,3387,547,869,8,1.064525,U,291.1136857,681.1016663,1274.852044,9.382479346
Prestressed T-Beam,551,707,7447,551,0,341,40,29725.41001,468,1603,200000,820,75,690,2,0.774249,B,203.2203578,132.7999568,247.2403196,6.221755224
Rectangular RC,357,585,5853,868,0,186,25,23500,401,1761,200000,1439,585,408,3,0.5029416,U,71.26835625,194.9956454,285.3273781,22.82069061
Prestressed T-Beam,276,1197,4689,276,0,274,39,29351.49059,417,1690,200000,2846,546,815,6,0.964145,U,288.1220367,1093.028269,1281.302388,6.248264691
Rectangular PC,345,1150,7671,1379,0,314,48,32562.55518,431,1863,200000,3645,486,309,1,0.4029669,B,368.7925881,853.3433259,1636.499163,22.19506066
Rectangular PC,542,410,8789,542,135,157,25,23500,428,1725,200000,640,833,939,6,1.1338425,U,53.14761667,43.08526052,94.66908867,15.61118721
Rectangular PC,424,919,9920,424,0,314,27,24421.91639,448,1715,200000,1381,376,454,6,0.545027,U,217.0828682,208.2358636,516.4249417,15.6868047
Prestressed T-Beam,512,1178,9776,512,0,269,47,32221.57662,483,1627,200000,2025,542,283,1,0.3223087,U,568.2720033,440.8506301,1077.43894,7.617479626
Rectangular RC,302,1092,8407,302,0,381,40,29725.41001,482,1736,200000,1551,679,260,3,0.315952,B,265.7229131,356.7964305,749.8968977,17.60729166
Rectangular RC,546,349,7618,1223,0,374,43,30819.96106,479,1761,200000,4753,492,258,1,0.3180366,B,50.87735369,286.2543162,545.1713451,12.40612428
Rectangular PC,500,313,3725,1063,0,265,43,30819.96106,474,1786,200000,3653,78,551,6,0.6888602,B,37.4748322,396.2762403,369.0322488,12.25153399
Rectangular PC,287,433,3161,287,164,382,38,28972.74581,459,1632,200000,1325,382,378,9,0.4318272,U,38.69869121,267.5869612,211.4605961,18.94138287
Rectangular PC,570,887,9033,570,277,323,41,30094.68392,427,1892,200000,2568,672,200,6,0.26488,U,335.0123469,391.805366,884.7944678,22.35583893
Rectangular PC,502,895,3658,502,0,180,20,21019.03899,485,1612,200000,1869,193,866,6,0.9771944,B,209.8029427,782.4552013,715.5552816,19.62751322
Prestressed T-Beam,367,642,5897,367,0,375,24,23025.20358,426,1895,200000,2764,538,272,2,0.360808,B,86.45468462,408.0203287,601.5239697,18.63805312
Rectangular RC,369,969,8668,369,0,288,42,30459.48128,480,1853,200000,2860,177,208,1,0.2697968,B,261.9662571,547.5961762,1186.640914,22.72246819
Prestressed T-Beam,334,585,9225,334,0,313,40,29725.41001,407,1613,200000,4357,343,902,4,1.0184482,B,84.34026947,349.4099706,805.8267446,23.00500239
Rectangular PC,249,613,7619,249,0,345,38,28972.74581,471,1863,200000,4487,602,459,9,0.5985819,U,67.29129466,476.1161319,906.8822022,19.72704097
Rectangular RC,539,905,7099,539,190,294,21,21538.10577,422,1759,200000,4757,114,472,1,0.5811736,B,236.0164972,846.2751298,1501.926787,21.40619361
Rectangular PC,546,596,5542,546,186,399,47,32221.57662,431,1826,200000,1917,94,329,7,0.4205278,U,155.1246736,312.8158472,433.4063562,9.82628312
Rectangular PC,333,905,4578,968,0,399,35,27805.57498,414,1777,200000,788,966,804,3,1.0000956,U,188.2444599,238.3060946,272.7413253,18.62475447
Rectangular RC,546,868,6994,546,120,165,21,21538.10577,490,1764,200000,4198,509,998,9,1.2323304,U,219.9320539,835.2425685,1460.421631,14.78401271
Rectangular PC,336,463,4074,336,187,179,28,24870.06232,467,1644,200000,4486,25,109,2,0.1254372,U,44.46589772,574.9317861,585.5680241,21.98148602
Rectangular PC,444,1131,8380,444,112,188,37,28588.98389,439,1753,200000,3236,252,599,2,0.7350329,B,403.0471287,696.8300728,1459.859002,24.21964846
Rectangular RC,308,796,6205,308,0,193,35,27805.57498,495,1885,200000,529,149,321,7,0.4235595,B,134.6969196,123.0927451,190.9476209,10.34602391
Prestressed T-Beam,512,909,7044,512,0,390,26,23965.39171,456,1637,200000,710,449,733,8,0.8399447,U,251.6698504,154.8373615,272.6685936,18.4273113
Rectangular RC,486,315,8718,510,242,346,28,24870.06232,446,1703,200000,2862,399,221,1,0.2634541,B,29.77029801,121.421125,264.6373419,22.09702072
Rectangular PC,220,643,6433,1132,0,381,31,26168.49251,409,1754,200000,3305,280,383,9,0.4702474,B,59.08432294,398.3245204,640.60541,18.63258083
Prestressed T-Beam,289,377,9711,289,228,265,38,28972.74581,455,1680,200000,2015,911,179,7,0.210504,U,29.54058769,103.9999474,252.4858724,18.76224062
Rectangular RC,495,645,3877,495,0,186,42,30459.48128,491,1778,200000,3521,248,615,3,0.765429,B,155.7026711,969.5695935,939.7553285,21.35012707
Rectangular PC,311,371,4091,311,261,384,20,21019.03899,451,1696,200000,4872,342,216,7,0.2564352,U,22.33417916,237.8284927,243.239091,19.05129065
Rectangular PC,500,569,6059,1159,0,303,47,32221.57662,495,1629,200000,3496,547,979,6,1.1163537,B,129.4762927,540.5858338,818.8523918,21.54079877
Prestressed T-Beam,276,586,8262,276,161,369,25,23500,495,1759,200000,907,269,976,8,1.2017488,B,55.286756,107.6440188,222.3387208,24.82370697
Prestressed T-Beam,376,365,8673,376,0,360,46,31876.95092,462,1606,200000,2776,807,796,8,0.8948632,B,39.63686334,159.0426616,344.844251,15.88048325
Prestressed T-Beam,542,1179,4674,542,0,298,21,21538.10577,450,1894,200000,2210,264,295,1,0.391111,B,402.7943163,915.0106895,1069.189991,18.31865627
Prestressed T-Beam,347,367,4608,347,199,241,45,31528.55848,478,1871,200000,1325,39,634,4,0.8303498,U,36.57755313,159.7894579,184.0774555,17.30448128
Rectangular RC,300,492,5826,300,0,168,36,28200,469,1802,200000,3620,350,459,2,0.5789826,B,50.83344,404.5161313,589.1777453,10.63875552
Rectangular RC,445,354,4217,445,192,249,40,29725.41001,408,1677,200000,895,369,351,8,0.4120389,B,41.14748734,100.250607,105.6892025,21.66430603
Rectangular PC,316,678,6052,316,281,288,33,26999.44444,493,1750,200000,4252,838,533,8,0.652925,U,97.35319968,702.7904446,1063.321943,12.72598018
Rectangular RC,291,467,8786,291,0,296,32,26587.21497,440,1786,200000,2095,377,690,3,0.862638,U,41.88403645,149.5151059,328.4099301,24.09498059
Rectangular RC,227,708,3313,227,0,218,41,30094.68392,439,1627,200000,1280,556,176,4,0.2004464,U,85.00238093,420.623949,348.3817858,21.54021031
Rectangular PC,224,807,3729,224,0,279,30,25742.9602,415,1778,200000,2992,0,868,1,1.0803128,U,93.21858467,860.1649445,801.8887695,8.100571059
Prestressed T-Beam,257,836,7039,257,120,174,35,27805.57498,424,1809,200000,1608,980,968,4,1.2257784,U,123.9728228,286.2823827,503.7854229,6.196403901
Rectangular PC,496,942,3383,496,0,264,37,28588.98389,409,1795,200000,1000,412,635,5,0.7978775,U,312.3425372,423.8175046,358.4436545,7.803299989
Rectangular RC,333,1136,8884,333,0,239,39,29351.49059,429,1854,200000,2358,647,527,8,0.6839406,B,313.0977808,472.6247925,1049.699664,20.57286357
Rectangular PC,530,401,4812,1206,167,179,49,32900,408,1814,200000,3812,200,676,4,0.8583848,U,69.60003283,405.0126011,487.2301591,19.58319523
Rectangular PC,448,1185,5324,448,146,166,22,22044.95407,439,1800,200000,729,697,400,5,0.504,U,344.2491247,267.7102839,356.3223878,17.04551178
Prestressed T-Beam,237,1093,8191,237,0,234,20,21019.03899,456,1714,200000,745,18,597,3,0.7162806,B,147.7237954,165.6238737,339.1562874,8.626869181
Rectangular PC,589,1107,8248,902,0,361,33,26999.44444,445,1738,200000,600,814,464,3,0.5645024,B,483.7425572,135.4966207,279.394032,13.9953645
Prestressed T-Beam,274,1105,6429,274,227,295,36,28200,406,1890,200000,3356,482,816,5,1.079568,B,234.192595,823.3674419,1323.357321,15.70413065
Prestressed T-Beam,341,721,5745,341,0,260,22,22044.95407,442,1738,200000,3500,631,604,2,0.7348264,B,97.00252484,589.39382,846.516874,24.41022944
Rectangular PC,521,1074,8644,521,0,357,31,26168.49251,447,1798,200000,2193,538,283,1,0.3561838,U,390.367742,447.176662,966.3487665,9.372372364
Rectangular PC,367,777,4864,1365,0,241,21,21538.10577,475,1616,200000,1568,724,278,5,0.3144736,U,118.458039,408.9376359,497.2681653,12.02951075
Rectangular PC,458,419,6291,458,0,225,21,21538.10577,456,1654,200000,4669,982,385,1,0.445753,U,42.98826931,319.8662933,503.0697128,17.85370347
Rectangular PC,572,1042,7846,685,0,189,31,26168.49251,416,1681,200000,756,874,951,5,1.1190417,U,403.4215589,156.9781599,307.9126607,9.210079256
Prestressed T-Beam,554,590,8078,1337,0,398,45,31528.55848,424,1625,200000,1626,205,973,4,1.1067875,B,150.9269635,177.9402526,359.3503401,8.581943376
Rectangular PC,424,787,9767,424,0,283,49,32900,406,1646,200000,1615,203,616,8,0.7097552,B,214.4668391,192.2521238,469.4316234,13.84516369
Prestressed T-Beam,351,460,3227,1394,0,237,40,29725.41001,454,1625,200000,1760,635,936,2,1.0647,U,54.80239834,370.4480581,298.8589709,15.4169973
Rectangular PC,218,972,9139,218,177,391,24,23025.20358,418,1808,200000,3270,437,985,7,1.246616,B,117.7176094,458.1567127,1046.773549,18.76591416
Rectangular PC,345,377,9073,345,0,320,47,32221.57662,480,1719,200000,4679,964,337,8,0.4055121,B,39.21909014,240.6317673,545.8130062,20.20573899
Prestressed T-Beam,440,337,5064,440,0,347,42,30459.48128,431,1821,200000,1031,609,858,5,1.0936926,B,37.78191034,94.89374193,120.1354773,22.3775476
Prestressed T-Beam,571,693,8704,513,0,294,35,27805.57498,486,1678,200000,4594,56,520,3,0.610792,B,189.2707004,589.756436,1283.310005,11.77820761
Prestressed T-Beam,580,740,3011,580,241,319,24,23025.20358,431,1881,200000,1357,182,819,6,1.0783773,U,181.5280923,514.9661864,387.6407968,15.08210831
Prestressed T-Beam,543,839,4522,543,219,296,49,32900,425,1640,200000,4118,454,248,1,0.284704,U,312.1537674,1157.695468,1308.774727,22.26705062
Rectangular PC,436,761,3691,436,0,260,22,22044.95407,471,1755,200000,2640,260,325,3,0.3992625,B,138.1700558,851.9740649,786.1590684,14.2671671
Rectangular PC,234,911,6705,1255,0,389,45,31528.55848,421,1600,200000,3532,738,849,9,0.95088,U,151.9867253,687.8735392,1153.04802,7.764377304
Rectangular PC,389,593,4739,389,179,204,25,23500,454,1855,200000,2859,984,725,5,0.9414125,B,79.79501892,506.1447791,599.6550271,13.70840443
Rectangular PC,200,699,4525,200,155,241,38,28972.74581,456,1633,200000,2841,93,937,6,1.0710847,B,70.27857308,625.5363695,707.638018,20.39732509
Rectangular PC,352,935,3069,352,220,306,31,26168.49251,407,1664,200000,3280,937,845,9,0.984256,U,199.8911294,1410.27463,1082.033209,14.38804732
Prestressed T-Beam,325,391,9251,325,0,262,27,24421.91639,445,1854,200000,3177,842,226,2,0.2933028,B,30.12073377,148.988765,344.5737662,9.901723647
Prestressed T-Beam,544,1066,5248,544,0,331,25,23500,404,1673,200000,4283,967,681,7,0.7975191,U,360.6036373,1237.950534,1624.1911,23.8285715
Rectangular RC,599,908,6123,1071,296,348,33,26999.44444,411,1603,200000,962,101,834,6,0.9358314,U,330.9804019,217.9305921,333.5972539,11.0941707
Rectangular RC,425,305,8668,425,266,360,42,30459.48128,426,1620,200000,1842,155,745,9,0.84483,B,29.89234896,82.06892612,177.8433629,15.38603286
Rectangular RC,420,980,7724,935,0,157,48,32562.55518,483,1753,200000,1120,907,934,1,1.1461114,U,326.0384727,255.4125933,493.2017176,12.06290391
Rectangular RC,410,1194,6330,852,0,157,22,22044.95407,410,1843,200000,2010,172,860,4,1.109486,B,319.8531561,566.4583151,896.4202837,13.33905445
Prestressed T-Beam,224,570,4287,1187,221,218,30,25742.9602,435,1668,200000,4506,801,143,3,0.1669668,B,46.50558873,632.6518955,678.044669,17.86651913
Prestressed T-Beam,215,919,8001,1178,0,192,26,23965.39171,451,1609,200000,1416,606,919,1,1.0350697,U,108.0196949,255.1905017,510.4448011,14.62421047
Rectangular RC,381,1198,9446,381,0,247,28,24870.06232,401,1698,200000,3799,758,700,4,0.83202,U,337.5704457,684.7712539,1617.087316,7.042854645
Prestressed T-Beam,528,1110,3575,528,199,199,43,30819.96106,473,1631,200000,3363,852,439,6,0.5012063,B,497.6922724,1808.790311,1616.60634,15.17251775
Rectangular RC,328,858,9698,328,0,362,30,25742.9602,470,1672,200000,4597,463,838,1,0.9807952,B,154.2964153,602.7194243,1461.293244,10.96182565
Prestressed T-Beam,241,398,5172,241,0,153,32,26587.21497,411,1832,200000,3982,215,548,9,0.7027552,B,25.19445484,279.307906,361.1451225,17.61981562
Rectangular PC,535,825,9116,969,254,257,37,28588.98389,454,1777,200000,1274,213,514,5,0.6393646,B,258.4100088,191.6935245,436.8695424,8.633275805
Rectangular RC,435,493,7954,435,0,185,29,25310.27459,479,1602,200000,3676,185,352,3,0.3947328,B,66.42459025,317.3555982,631.0616071,16.63967652
Prestressed T-Beam,559,456,3744,559,0,282,45,31528.55848,430,1703,200000,1741,780,166,9,0.1978886,B,90.96923441,308.7248667,288.9664752,14.00042233
Rectangular PC,233,1199,5527,573,0,390,48,32562.55518,490,1634,200000,2822,264,863,1,0.9870994,U,270.7457796,1074.571524,1484.789204,21.16339276
Rectangular RC,544,965,9275,544,199,364,21,21538.10577,431,1714,200000,1435,748,435,2,0.521913,B,270.8382278,234.8985291,544.6709643,11.78098496
